query_id	query_string	domain_id
73	norwegian referendum on eu	GOV
74	inauguration of channel tunnel	GOV
75	euskirchen court massacre	GOV
76	solar energy	GOV
77	teenage suicides	GOV
78	venice film festival	GOV
79	ulysses space probe	GOV
80	hunger strikes	GOV
81	french airbus hijacking	GOV
82	ira attacks in airports	GOV
83	auction of lennon memorabilia	GOV
84	shark attacks	GOV
85	turquoise program in rwanda	GOV
86	renewable power	GOV
87	inflation and brazilian elections	GOV
88	mad cow in europe	GOV
89	schneider bankruptcy	GOV
90	vegetable exporters	GOV
91	ai in latin america	GOV
92	u n sanctions against iraq	GOV
93	eurofighter	GOV
94	return of solzhenitsyn	GOV
95	conflict in palestine	GOV
96	should gonzalez resign	GOV
97	referendum on the independence of moldova	GOV
98	films by the kaurismakis	GOV
99	denying the holocaust	GOV
100	the ames espionage case	GOV
query879	"cyber bully"	GOV
query485	"cost of living allowance"	GOV
query1122	"as cold as"	GOV
query337	"oil <companies>"	GOV
query312	Tagalog,election	GOV
query336	"electricity shortage"	GOV
query355	crab	GOV
query414	"terrorist group"	GOV
query341	rain,wind	GOV
query1923	giggle[hyp:to laugh]	GOV
query894	Masbate,election	GOV
query1902	corruption,contractual	GOV
query1414	"their own nation"	GOV
query433	Cebu,interview	GOV
query1255	anchorage	GOV
query405	airplane,Japanese	GOV
query1895	mastermind[syn:planner],syndicate[syn:gang]	GOV
query359	<buildings>	GOV
query109	"drinking alcohol"	GOV
query1150	workmanship	GOV
query1263	"as fast as lightning"	GOV
query1119	Samar,fisherman	GOV
query368	"wet by rain"	GOV
query747	"police dog"	GOV
query1144	bible[evf:religion],story	GOV
query461	"white shirt"	GOV
query1772	"capital punishment"	GOV
query540	Sulu	GOV
query1261	"puppet state"	GOV
query1373	Chinese,governor	GOV
query756	"native language"	GOV
query881	"broken window"	GOV
query830	"former President's birthday"	GOV
query1884	"provincial council",formal[syn:official]	GOV
query3987	"ghost <projects>"	GOV
query460	information,drug	GOV
query1963	culture[evf:arts and humanities],student	GOV
query614	"their income"	GOV
query464	"election results"	GOV
query3107	paranoid	GOV
query441	money,church	GOV
query481	"recycle trash"	GOV
query114	hospital,Manila	GOV
query1241	terminology	GOV
query103	"Communist rebel"	GOV
query1007	vital[syn:important],operation[syn:function]	GOV
query3598	"<drank> coffee"	GOV
query2216	systematization	GOV
query933	"they are not sadists"	GOV
query1301	transfer,title[evf:property]	GOV
query781	"street children"	GOV
query533	"their blood"	GOV
query2207	"livelihood assistance"	GOV
query2292	Imelda	GOV
query620	wall[evf:barrier]	GOV
query307	"one hundred thousand pesos"	GOV
query137	"Maoist insurgency"	GOV
query1371	"books for children"	GOV
query366	elitist	GOV
query1068	jeepney,passenger	GOV
query363	"president's spokesperson"	GOV
query1753	Riyadh	GOV
query1523	"travel to America"	GOV
query4181	Tago[hyp:name]	GOV
query338	"oil supply"	GOV
query313	election,machine	GOV
query3968	"Eunice Samonte"	GOV
query528	"security threat"	GOV
query188	Chinese,fisherman	GOV
query471	"judicial system"	GOV
query1288	"responsible individual"	GOV
query1473	"pirated DVD"	GOV
query779	bedbug	GOV
query1078	boycott	GOV
query419	privatization,water	GOV
query2559	"Department of Health",<vaccinated>	GOV
query742	"war on drugs"	GOV
query1303	"social security",contribution	GOV
query306	Palawan,program	GOV
query1109	"victim's corpse"	GOV
query523	"until Sunday"	GOV
query1391	Paris,cave[syn:cavern]	GOV
query392	deployment	GOV
query673	"sufficient evidence"	GOV
query435	"illegal mining"	GOV
query139	Ilocano,butterfly	GOV
query1810	"land reform"	GOV
query434	"tourism industry"	GOV
query4273	<advisers>	GOV
query1052	"childrens' rights"	GOV
query1577	Davao,"100 new teachers"	GOV
query1834	rag[syn:wiping cloth]	GOV
query1237	Laoag,"severe heat"	GOV
query123	tax,speech[syn:oration]	GOV
query1021	world,crisis	GOV
query174	"I'm afraid",boycott	GOV
query494	"martial law victim"	GOV
query1128	anomaly,bridge	GOV
query4373	"poorest <families>"	GOV
query661	Duterte,friendship	GOV
query503	"many reasons"	GOV
query345	infrastructure,program	GOV
query408	mermaid	GOV
query1316	efficient	GOV
query904	fireman	GOV
query4365	firecracker,"factory fire"+	GOV
query1476	soldier+,cowardly	GOV
query509	"water supply",EXAMPLE_OF(project)	GOV
query825	"San Fernando","energy supply"+	GOV
query1460	"peace talks"+,closure	GOV
query339	oil,mining+	GOV
query1451	Bayombong,agriculture+	GOV
query1240	Mandaluyong,"real estate"+	GOV
query1940	fireworks+,music	GOV
query4322	"sea turtle",fishing+	GOV
query1603	scam,royalty+	GOV
query1459	election+,integrity	GOV
query1112	Tuguegarao,EXAMPLE_OF(animal)	GOV
query1318	Ilocano,gunfire+	GOV
query1428	advertisement+,newspaper	GOV
query1594	onion,smuggling+	GOV
query1274	Tagum,murder+	GOV
query1302	prosecution+,examination[syn:inquiry]	GOV
query1155	Aklan,"natural disaster"+	GOV
query880	cyber,crime+	GOV
query1108	Vigan,agriculture+	GOV
query1430	signature+,correspondent	GOV
query1278	"El Nido",tourism+	GOV
query1158	Angeles,prostitution+	GOV
query4328	eggplant,"genetic engineering"+	GOV
query1312	deregularization,education+	GOV
query1105	Kalibo,"sex crime"+	GOV
query1457	Pepsi,corruption+	GOV
query1106	Bacolod,"social media"+	GOV
query1311	deregularization,energy+	GOV
query4363	EXAMPLE_OF(aquatic mammal)	GOV
query3821	"milking cows"+[evf:dairy]	GOV
query3221	EXAMPLE_OF(dairy products)	GOV
query3422	"using condoms as balloons"+	GOV
query3895	EXAMPLE_OF(camelid)	GOV
query1050	bootlicker+	GOV
query3408	"cocaine arrest"+	GOV
query3865	"polio vaccination"+	GOV
query3354	EXAMPLE_OF(crustacean)	GOV
query3891	EXAMPLE_OF(nonhuman primate)	GOV
query1579	"Spanish occupation"+	GOV
query585	"fake government official"+	GOV
query3356	EXAMPLE_OF(amphibian)	GOV
query3753	"planting okra"+	GOV
query3613	"sardine food production"+	GOV
query1330	cat,"leftover food"	LIF
query1567	Youtube	LIF
query990	"banana leaf"	LIF
query2049	math	LIF
query3306	napkin	LIF
query1376	"full of charcoal"	LIF
query1758	canal[hyp:waterway]	LIF
query991	adobo,beef	LIF
query1759	"youngest sister"[hyp:female]	LIF
query3302	"salty egg"	LIF
query416	salary,teacher	LIF
query753	light[evf:weight]	LIF
query1591	roof	LIF
query330	"uniformed police"	LIF
query439	vinegar	LIF
query1388	"stinky air"	LIF
query113	"water buffalo"	LIF
query1715	"can you go now"	LIF
query2557	<fed>	LIF
query573	"your neighbor"	LIF
query1248	ridiculous,soul	LIF
query922	chair[hyp:furniture],book	LIF
query1839	octopus	LIF
query771	pomelo	LIF
query455	"national language"	LIF
query1905	adventure	LIF
query117	"August 29"[hyp:date]	LIF
query357	"my <classmates>"	LIF
query1037	"most venomous"	LIF
query2044	"bay leaf"	LIF
query961	"traffic light"	LIF
query834	"tall or short"	LIF
query1692	agent[syn:middleman]	LIF
query774	sole[evf:foot]	LIF
query332	"Barangay Mangingisda"	LIF
query2078	shark	LIF
query930	earring	LIF
query1938	fork[hyp:utensil]	LIF
query1395	playful	LIF
query525	song	LIF
query2047	peacock	LIF
query1272	"clean air"	LIF
query754	"ice cream"	LIF
query2294	guava	LIF
query559	"roast chicken"	LIF
query1682	mirror[syn:reflecting surface]	LIF
query1833	seashore	LIF
query966	Christian,"die of hunger"	LIF
query1196	watermelon	LIF
query813	Lukban	LIF
query532	tweet	LIF
query2043	"Filipino literature"	LIF
query1463	principle	LIF
query948	neck,tomorrow	LIF
query736	"beef broth"	LIF
query1273	muddy,rain	LIF
query960	"light traffic"	LIF
query1580	superstition	LIF
query422	"societal change"	LIF
query1380	plastic,fork[hyp:utensil]	LIF
query1757	controversial,question[syn:inquiry]	LIF
query557	"crab mentality"	LIF
query3818	"you're like a frog"	LIF
query3102	"Java plum"	LIF
query100	garlic,pepper	LIF
query2117	Chavacano	LIF
query1690	guard[syn:watchman],house	LIF
query788	duty,teacher	LIF
query1742	announce,"three days"	LIF
query1347	"ray of the sun"	LIF
query172	summer	LIF
query1623	blanket,clothes	LIF
query717	four[hyp:cardinal number],wheel	LIF
query1661	situation[syn:circumstance],creator	LIF
query938	cassava	LIF
query1584	tilapia	LIF
query943	toothbrush	LIF
query561	"fighting cock"	LIF
query1276	Butuan,challenge	LIF
query1440	lizard,ceiling	LIF
query1047	"Christmas Eve"	LIF
query1398	"sister Adela"	LIF
query945	monkey[hyp:animal]	LIF
query1618	beer	LIF
query953	wood,root	LIF
query1295	trusted,friend	LIF
query1959	dictionary	LIF
query1035	"snake design"	LIF
query1345	"pencil with an eraser"	LIF
query1386	<crabs>	LIF
query527	Japanese,Spanish	LIF
query606	foil[hyp:sheet metal]	LIF
query1636	"wheel chair"	LIF
query822	apple[hyp:fruit]	LIF
query1162	curtain	LIF
query1686	"I don't understand you"	LIF
query869	"enemy of the <rats>"	LIF
query971	dry,river	LIF
query560	"chicken feet"	LIF
query427	music,dance	LIF
query789	"no justice"	LIF
query790	"very rich"	LIF
query1346	"cheapest tuition"	LIF
query969	"cross the street"	LIF
query1379	"my piano teacher"	LIF
query1574	Koronadal,construction+	LIF
query1206	garlic,"food preparation"+	LIF
query1123	yellow[evf:color],parade+	LIF
query1252	corn[hyp:cereal],planting+	LIF
query1329	Tondo,celebration+	LIF
query1242	Naga,transportation+	LIF
query410	"salary increase",EXAMPLE_OF(medical professional)	LIF
query1795	Romblon,ordinance+[syn:decree]	LIF
query158	liver,disease+	LIF
query1431	magazine+,essay	LIF
query1077	traffic+,Intramuros	LIF
query1113	baptism,EXAMPLE_OF(vehicle)	LIF
query1156	mermaid,"warning sign"+	LIF
query1114	Surigao,church+	LIF
query1322	haircut,price+	LIF
query1154	widow[syn:widower],earnings+	LIF
query1117	"black pepper",EXAMPLE_OF(animal)	LIF
query1171	smoking,disease+	LIF
query1292	person+,extraordinary	LIF
query1130	shrimp,cooking+	LIF
query1416	fruit+[evf:plants],oval	LIF
query569	vegetables,planting+	LIF
query168	storm,damage+	LIF
query1315	Cebu,graduation+	LIF
query1208	Pampanga,food+	LIF
query1314	Cebu,"gun making"+	LIF
query1217	Tabuk,irrigation+	LIF
query1344	Pagsanjan,food+	LIF
query1205	ginger,"food preparation"+	LIF
query1213	hair[evf:head],clothes+	LIF
query4335	"cooking gelatin"+	LIF
query4330	"cooking with asparagus"+	LIF
query1267	"first day of class"+	LIF
query2194	"electric fan"+	LIF
query671	sewing+	LIF
query4332	"marketing goats"+[evf:buying or selling]	LIF
query936	EXAMPLE_OF(parts of plant)[evf:botany]	LIF
query2625	"snacking at work"+	LIF
query1260	Lent+	LIF
query2260	leprosy+	LIF
query4326	"planting eggplant"+	LIF
query4347	"night swimming"+	LIF
query4119	"cooking with pineapple"+	LIF
query4349	"sardines with taro"+	LIF
query2704	"jogging clothes"+	LIF
query1925	"end of the year exams"	GOV
query2486	insect	GOV
query3530	"blood pressure"[hyp:medical condition]	GOV
query3637	"<broadcasted> live[syn:in real time]"	GOV
query3772	<lungs>[hyp:body part]	GOV
query1236	"ankle bells"	GOV
query3011	spy[hyp:person],bomb[hyp:explosive]	GOV
query482	"road accident"	GOV
query3532	reduce[syn:curtail],accident[syn:mishap]	GOV
query478	"British colonies"	GOV
query1997	"city council"	GOV
query1528	Bungoma,factory	GOV
query1930	rebuild	GOV
query1824	sustainability,motorcycle	GOV
query3993	"commit suicide"[syn:self murder],gun[hyp:weapon]	GOV
query1637	"Al Bashir",president	GOV
query1980	"sunflower oil"	GOV
query1899	crown[hyp:headgear]	GOV
query1916	garbage,ladder	GOV
query2012	church	GOV
query1412	publicity,protest	GOV
query1904	"Red Cross"[hyp:aid organization]	GOV
query1639	Ugandan[syn:person from Uganda]	GOV
query1539	Brazil,refugee	GOV
query1554	Shimoni,"political refugees"	GOV
query1056	poem	GOV
query1820	breakfast	GOV
query1903	snow	GOV
query1634	port[syn:harbor]	GOV
query1424	library[evf:books]	GOV
query1648	arrow	GOV
query3609	"peace treaty"[syn:peace agreement],law	GOV
query1908	cockroach	GOV
query1053	foolish	GOV
query1617	bottle[hyp:container]	GOV
query375	news,weather	GOV
query483	by-election	GOV
query3485	hammer[hyp:hand tool]	GOV
query3998	"<made> tired"	GOV
query1408	picture[syn:photograph],hotel	GOV
query1626	"sugar factory"	GOV
query3539	invitation[syn:request to attend],formal[syn:official]	GOV
query2270	fickle	GOV
query1641	orange[hyp:fruit],wisdom	GOV
query4035	<abstained>[syn:hold back from doing]	GOV
query1532	Singapore,pig	GOV
query1901	soccer	GOV
query1443	club[syn:association],match[evf:competition]	GOV
query1057	"improve transportation"	GOV
query2022	bilharzia	GOV
query1802	rent,house	GOV
query1852	horse[hyp:animal]	GOV
query1787	shield[hyp:armor]	GOV
query3564	planet	GOV
query2985	favor[syn:boon]	GOV
query1964	motorcycle	GOV
query3261	band[evf:music]	GOV
query1405	drugs[hyp:illicit substances]	GOV
query3793	donut[hyp:food]	GOV
query480	gun	GOV
query468	coffee[hyp:beverage]	GOV
query3515	stage[syn:arena],"South Africa"	GOV
query2015	ghost[syn:spirit]	GOV
query3814	cheetah	GOV
query4344	fertilize[syn:apply nutrients],soil[syn:ground]	GOV
query1635	paradise	GOV
query1465	"public enterprise"	GOV
query1792	ditch[syn:trench]	GOV
query1910	tire[evf:cars]	GOV
query1816	pineapple[hyp:fruit]	GOV
query1999	municipal	GOV
query1541	Sahara,"infant mortality"	GOV
query4030	<matches>[hyp:lighter]	GOV
query1631	face[syn:visage],earth[syn:world]	GOV
query1444	pipes[syn:water conduit],pressure[hyp:physical force]	GOV
query3049	root[syn:source]	GOV
query1954	deforestation	GOV
query2000	"deputy mayor"	GOV
query2684	"national team"	GOV
query3700	"earthen cooking pot",water[hyp:liquid]	GOV
query2908	"toothless person"	GOV
query2021	elephantiasis	GOV
query1644	crisis,solution[syn:answer]	GOV
query1419	"small group",party[evf:politics]	GOV
query472	factory,strike[evf:labor]	GOV
query3044	childhood	GOV
query2234	pilot[syn:aviator]	GOV
query2002	ledger[syn:account book]	GOV
query1817	rabbit	GOV
query484	"stock exchange"	GOV
query1638	bishop[hyp:religion]	GOV
query1406	"vice president"	GOV
query1421	"the most important thing"	GOV
query1645	knife	GOV
query1404	fish[hyp:animal]	GOV
query1988	bishop[evf:religion]	GOV
query1851	pork[hyp:pig meat]	GOV
query1409	ambassador,camera	GOV
query1975	marijuana	GOV
query2020	worms[hyp:parasite]	GOV
query3518	congratulation[syn:felicitation],USA	GOV
query1647	salute[hyp:formal gesture]	GOV
query1054	"secret service"	GOV
query1096	flashlight	GOV
query3360	<museums>	GOV
query3835	telescope,evaluation+	GOV
query1924	albinos+,clinic[syn:hospital]	GOV
query1461	Mogadishu,farming+	GOV
query1086	imports+,chalk[evf:chalkboard]	GOV
query3905	Russia,sanctions+	GOV
query1600	Babati,"dairy production"+	GOV
query4357	"green revolution",imperialism+	GOV
query1850	HPV+,circumcision	GOV
query4103	"tear gas","dispersing crowds"+	GOV
query1551	Kakamega,"political campaigning"+	GOV
query1572	Tunduma,embezzlement+	GOV
query1981	cancer+[hyp:disease],skin[hyp:anatomy]	GOV
query1244	dinner+,cup	GOV
query1797	poverty+,milk	GOV
query4301	intersection[syn:crossroads],accident+	GOV
query1933	boxing+[evf:sports],shoes[hyp:footwear]	GOV
query1537	Clinton,apology+	GOV
query1847	enemy+,fly[hyp:insect]	GOV
query1913	pollution+,needle[evf:medicine]	GOV
query493	transportation+,boat[hyp:vessel]	GOV
query2566	Kisumu,funeral+	GOV
query4096	"sugar factory",produce+	GOV
query1943	disability+,crocodile	GOV
query4406	brick[syn:cinder block],construct+[syn:build]	GOV
query1014	building+[syn:constructing],"Ummy Mwalimu"	GOV
query1083	education+,"make noise"	GOV
query2620	liberation+,Chad	GOV
query1814	flooding+,goat[hyp:animal]	GOV
query1927	India,weapon+	GOV
query3901	"terms of reference",investigation+	GOV
query1652	EXAMPLE_OF(grandparent)	GOV
query1178	poultry+	GOV
query498	EXAMPLE_OF(ocean)	GOV
query4144	"salary increase"+	GOV
query1214	"the eye"+	GOV
query4139	"white clothing"+	GOV
query4000	"combating malaria"+	GOV
query1331	EXAMPLE_OF(geometric shapes)	GOV
query3481	EXAMPLE_OF(major appliances)	GOV
query3217	EXAMPLE_OF(courts)	GOV
query4154	"accident insurance"+	GOV
query4137	"child vaccination"+	GOV
query2032	"women's soccer"+	GOV
query3292	EXAMPLE_OF(car fuels)	GOV
query4148	"selling cows"+	GOV
query1521	seminar	LIF
query3524	black[syn:dark],color[syn:hue]	LIF
query1030	"under the bed"	LIF
query1721	afternoon	LIF
query1495	pregnant[evf:child birth],neighbor	LIF
query2933	increase[syn:become greater],price[syn:monetary value]	LIF
query3647	cashew[hyp:nut]	LIF
query1865	entrepreneurship	LIF
query2017	lawyer	LIF
query993	speech,death	LIF
query1598	elephant	LIF
query2725	chemist	LIF
query2731	bacteria	LIF
query2959	finally[syn:eventually],Bukoba	LIF
query1745	Nyanza,country	LIF
query1974	mirror[syn:reflector]	LIF
query988	"police report"	LIF
query1985	shadow[syn:shade]	LIF
query2447	"cultural heritage"	LIF
query1707	warning,catalog	LIF
query3120	"shoulder to shoulder"	LIF
query1960	gun[hyp:weapon],defense[syn:protection]	LIF
query3215	<predecessors>	LIF
query2498	fisherman	LIF
query3583	"beautiful girl",Kenya	LIF
query2031	property[evf:land],bank	LIF
query3390	green[hyp:color]	LIF
query1868	fraudulent	LIF
query1683	kilometer	LIF
query1858	"national symbol"	LIF
query2956	<potatoes>	LIF
query3748	stalk[syn:pursue stealthily]	LIF
query4183	recently[syn:not long ago],visit[syn:trip]	LIF
query3008	coordinator,celebration	LIF
query1719	back[evf:anatomy]	LIF
query1491	delicate	LIF
query1984	"the American dream"	LIF
query1036	rat[hyp:animal]	LIF
query982	"living with diabetes"	LIF
query728	"guest of honor"	LIF
query3736	<fugitives>[syn:person escaping from the law or pursuer]	LIF
query984	sugar[hyp:sweetener]	LIF
query2003	vitamin	LIF
query3309	name[hyp:given name],girl[hyp:person]	LIF
query1713	bread[hyp:food]	LIF
query4040	cheese[hyp:dairy by-product]	LIF
query1501	spit[syn:expectorate]	LIF
query1714	body[evf:anatomy],respect	LIF
query1693	banana[hyp:fruit]	LIF
query1853	furniture	LIF
query2006	potassium	LIF
query3612	finger[evf:anatomy]	LIF
query3590	govern[syn:reign],flag[syn:banner]	LIF
query3366	<inherited>	LIF
query1146	bible[evf:religion]	LIF
query3500	"<woke up> in the morning"	LIF
query1670	title[syn:heading],return	LIF
query1951	nosebleed	LIF
query1672	twin[hyp:person]	LIF
query1989	fireworks	LIF
query2958	<albino>[hyp:person]	LIF
query2971	<smokers>[evf:tobacco]	LIF
query1691	king[syn:monarch],song	LIF
query3397	prostitution[syn:whoredom]	LIF
query4286	"braid hair"	LIF
query1941	wall	LIF
query3288	comb[hyp:toiletry]	LIF
query2899	militia	LIF
query2976	"State house"[syn:presidential residence]	LIF
query1023	letter,condolences	LIF
query2023	institution[hyp:organization],seminar	LIF
query3159	club[syn:league],entertainment	LIF
query1728	"temporary work"	LIF
query3018	axe[evf:tool]	LIF
query1864	interpreter	LIF
query1340	court[evf:law]	LIF
query1688	bucket[hyp:container]	LIF
query1866	editor	LIF
query1519	well[hyp:water source],village	LIF
query1871	"Chinese culture"	LIF
query1729	e-mail	LIF
query3934	smell[syn:odor]	LIF
query1885	talent[syn:ability],artist	LIF
query1718	clap[syn:applaud]	LIF
query1681	license[hyp:permission]	LIF
query1230	spoon[hyp:utensils]	LIF
query3402	decorate[syn:beautify],lady[syn:woman]	LIF
query3636	"private part"[evf:genitalia]	LIF
query3113	breakfast	LIF
query2503	kitchen	LIF
query3290	desk[hyp:furniture]	LIF
query1993	gasoline	LIF
query4047	emotion[syn:mental state],forgiveness[syn:pardon]	LIF
query3041	friend[hyp:person],farm[syn:cultivated land]	LIF
query716	strengthen,bond	LIF
query1785	window	LIF
query3517	"bid for"[syn:tender for]	LIF
query1338	debt,debate	LIF
query3977	hub[syn:focal point],commerce[syn:buying and selling]	LIF
query701	healthcare	LIF
query4001	"labor force"[hyp:employment],percentage	LIF
query1335	"bring change"	LIF
query2025	"agricultural policy"	LIF
query1982	makeup[syn:cosmetics]	LIF
query1725	sister[hyp:sibling],morning	LIF
query1496	media+,English	LIF
query1487	money+,Kikuyu	LIF
query409	business+[syn:commerce],poverty	LIF
query1520	attack+,Facebook	LIF
query1040	slavery+,donkey[hyp:animal]	LIF
query2024	beauty+,scissors	LIF
query3747	cell[evf:biology],stigma+	LIF
query3758	flood[syn:inundation],assistance+	LIF
query1887	China,manufacturing+[hyp:industry]	LIF
query3903	defense,relative+	LIF
query1921	Kagera,"natural disaster"+	LIF
query4275	"fight for justice"[syn:fight for fairness],legal+	LIF
query1018	fast+[syn:abstain],Ramadan	LIF
query3784	peanut,snack+	LIF
query1918	"Chama cha Mapinduzi",mining+[syn:excavation]	LIF
query3345	alcohol,driving+[syn:operating motor vehicle]	LIF
query3692	colors+[syn:pigment],bolt[syn:screw]	LIF
query3737	abroad[syn:overseas],laborer+	LIF
query743	"social media"+,"university student"	LIF
query1977	dermatology+,juice[evf:fruit extract]	LIF
query1950	witchcraft+,lizard[hyp:animal]	LIF
query3721	orphan,school+	LIF
query1782	Mwanza,fishing+	LIF
query1568	Sumbawanga,hospital+	LIF
query2011	peace+[syn:harmony],Muslim	LIF
query3950	"industrial sector","economic problem"+	LIF
query1779	Morogoro,banking+	LIF
query4366	egg[hyp:food],nutrition+	LIF
query4131	Temeke,"living standard"+	LIF
query3805	customs[hyp:government agency],merchandise+	LIF
query1219	EXAMPLE_OF(branches of government)	LIF
query1332	EXAMPLE_OF(rooms of a house)	LIF
query1744	AIDS+[hyp:disease]	LIF
query3418	EXAMPLE_OF(parking facility)	LIF
query2630	"election do-over"+	LIF
query3060	EXAMPLE_OF(dairy product)	LIF
query4162	sanitation+[syn:cleanliness]	LIF
query4160	"skin bleaching"+	LIF
query3201	EXAMPLE_OF(root vegetable)	LIF
query3054	EXAMPLE_OF(passenger aircraft)	LIF
query3604	EXAMPLE_OF(citrus fruit)	LIF
query4177	"birth control"+	LIF
query2622	"amending the constitution"+	LIF
query1967	chemicals+,mango[hyp:fruit]	LIF
query4309	lorry[syn:truck],life+[syn:existence]	LIF
